x_position	y_position	z_position
31.5037	43.0982	54.0867
47.3839	42.3766	61.7465
31.4101	52.0966	61.5445
21.2391	-0.11343	-42.5872
42.2961	50.0608	-53.6465
18.855	-31.7589	16.6327
-34.1712	25.6731	-23.3803
-21.4108	-34.0319	-54.1455
17.1421	-35.1907	19.9155
1.86976	60.1454	-27.7233
6.00443	28.225	-49.2013
-3.33286	12.1849	56.5995
-6.16221	-20.981	44.1199
-8.04173	-63.1659	-19.4178
12.7951	42.5544	-33.9328
22.5725	-2.0145	-2.26766
-25.3708	27.2382	-41.1709
15.8248	-58.7486	-10.627
25.1032	21.8176	17.6063
-19.5573	-40.8885	14.3276
16.1432	29.692	-22.0233
30.366	-38.2168	53.5857
23.5415	19.0448	-30.8193
4.23723	-52.4212	-30.5612
48.2437	23.798	-51.4309
-50.2651	-18.2056	9.97859
12.0432	20.9996	-27.3592
35.4482	-26.5996	-21.5318
-39.7548	61.9277	-63.1381
42.4275	-21.0535	-39.4506
-7.82076	58.5138	53.6655
33.5802	25.4558	-47.9754
23.7417	-14.4269	35.6451
56.3464	53.2344	46.6482
-37.6389	38.0544	5.87009
43.2845	-13.0005	36.7608
38.6789	52.6887	-38.6161
-21.523	34.0439	-27.9781
6.89849	-2.93975	16.9422
-17.3126	1.44797	57.4765
53.5085	17.6623	27.3522
-45.743	13.6824	-61.4808
-32.6236	-46.8463	38.5788
-43.947	-13.164	-47.8499
-50.2509	63.6384	-35.5105
2.17844	43.5626	14.8491
-25.7007	17.6017	2.89749
-0.956633	60.7186	-26.4187
34.4254	2.97675	34.0018
-13.2727	50.3041	-27.9104
-19.1564	39.1728	53.1121
-55.1642	58.0701	3.43428
-53.285	-39.1934	21.2281
49.9338	-19.7804	-55.2959
-61.2761	-5.39141	-56.2977
-33.4265	60.1464	51.9051
44.7826	-30.1941	4.86662
-15.68	33.4892	2.2252
21.2615	4.55442	-59.4378
-8.09657	54.6418	55.5062
28.6329	-27.8747	30.0391
18.3851	-18.3989	23.4693
-42.8206	-7.04397	48.9159
41.7676	-21.7504	-34.2247
49.8318	-19.6664	23.7439
58.174	11.547	20.5304
45.4392	-8.31043	53.6965
-13.0542	40.6496	23.8259
52.531	-2.72859	-36.2594
57.733	53.8148	-44.9778
48.5993	17.8078	-8.21242
15.2783	-28.4469	36.7488
-24.6125	-6.62758	-34.9352
-40.3366	-28.2198	6.67449
-11.2014	-41.7479	51.6481
-50.8176	-48.2138	-0.164884
33.073	61.8654	56.1648
23.4096	-14.5489	32.1745
-17.4046	-26.6579	-33.9143
10.976	-32.2851	-44.7397
29.358	-48.3257	37.7082
-43.4944	31.5926	-54.0988
57.8944	-57.6597	2.63382
-41.681	-33.3563	37.7738
29.6336	20.0821	59.386
17.9216	32.6247	-52.1878
-46.8835	2.33783	-53.6825
-55.3586	-37.6127	-4.87125
41.4557	9.6228	33.111
-57.0984	-44.0416	-63.8142
-38.4782	49.9565	-47.4999
63.8703	-56.898	47.4527
-54.8692	-63.6438	54.4328
12.4046	-40.6848	-43.5634
-14.4615	52.3088	41.1587
-18.4356	6.87045	10.4233
-5.98343	23.3471	-51.8788
3.69417	32.6285	-24.8514
63.4628	9.44427	48.1314
31.934	16.9857	-59.2698
31.4798	43.1475	54.0465
47.34	42.377	61.7887
31.4326	52.1483	61.505
21.2256	-0.0870318	-42.5399
42.3021	50.0914	-53.5911
18.8208	-31.7043	16.6393
-34.1157	25.6725	-23.3736
-21.3546	-33.9935	-54.1052
17.1542	-35.1706	19.9789
1.92552	60.1229	-27.6754
6.01585	28.2427	-49.1681
-3.2976	12.2226	56.5692
-6.14883	-20.9848	44.0773
-8.00387	-63.1192	-19.37
12.8162	42.5432	-33.9185
22.5849	-1.99584	-2.26269
-25.4158	27.2483	-41.2307
15.8506	-58.7463	-10.5844
25.1051	21.768	17.605
-19.556	-40.9463	14.3678
16.1284	29.7096	-22.0294
30.3205	-38.2279	53.5533
23.5296	18.983	-30.7915
4.24662	-52.3812	-30.5507
48.2369	23.7951	-51.3675
-50.3216	-18.2601	9.99662
12.0556	20.9641	-27.3951
35.4648	-26.5454	-21.5014
-39.7596	61.9199	-63.0932
42.4854	-20.996	-39.3995
-7.78659	58.4925	53.6703
33.5442	25.4529	-47.9178
23.7374	-14.3777	35.7049
56.3059	53.229	46.684
-37.6048	38.1062	5.83906
43.2585	-12.9486	36.8132
38.7268	52.6885	-38.6064
-21.5662	34.0149	-27.9314
6.89753	-2.94441	16.9868
-17.313	1.42124	57.4356
53.5321	17.6915	27.306
-45.7298	13.6815	-61.4375
-32.5949	-46.8875	38.5433
-43.9472	-13.2125	-47.8962
-50.2687	63.6162	-35.4553
2.23076	43.5782	14.8922
-25.66	17.6012	2.87637
-0.970153	60.7389	-26.4047
34.3946	2.93208	33.947
-13.3229	50.323	-27.9278
-19.1835	39.1512	53.0597
-55.1735	58.1257	3.44496
-53.315	-39.173	21.2616
49.9322	-19.8243	-55.2469
-61.26	-5.38913	-56.335
-33.4191	60.1369	51.9473
44.7691	-30.2268	4.84435
-15.6507	33.507	2.28726
21.2408	4.60529	-59.4844
-8.10798	54.5786	55.5424
28.668	-27.9012	29.9897
18.4319	-18.3706	23.4116
-42.8272	-6.9817	48.9425
41.7306	-21.7537	-34.178
49.7798	-19.7176	23.729
58.1486	11.5671	20.5699
45.3921	-8.36783	53.6393
-13.0596	40.6855	23.8505
52.5237	-2.77734	-36.2479
57.7431	53.8186	-44.9656
48.5817	17.7828	-8.16266
15.2752	-28.4892	36.7629
-24.6092	-6.61238	-34.9229
-40.3707	-28.1776	6.61946
-11.2527	-41.6936	51.6058
-50.82	-48.2489	-0.12305
33.0462	61.8471	56.2132
23.3897	-14.5086	32.1949
-17.4639	-26.6889	-33.8786
10.9921	-32.2421	-44.7643
29.3223	-48.3643	37.7226
-43.5443	31.6149	-54.0626
57.9225	-57.698	2.62121
-41.7046	-33.3648	37.7394
29.619	20.0863	59.3418
17.9287	32.5626	-52.2031
-46.8986	2.31291	-53.6521
-55.3892	-37.5935	-4.86457
41.5094	9.64661	33.1506
-57.073	-44.0657	-63.7956
-38.5415	49.9608	-47.4559
63.8856	-56.8798	47.4551
-54.882	-63.6615	54.4608
12.4432	-40.6621	-43.6078
-14.5213	52.2529	41.1825
-18.4755	6.8857	10.449
-5.97474	23.2833	-51.942
3.66926	32.598	-24.8315
63.5086	9.40347	48.1111
31.9555	17.0343	-59.2502
31.456	43.1968	54.0063
47.2962	42.3774	61.8308
31.455	52.2	61.4655
21.212	-0.0606314	-42.4927
42.3082	50.1219	-53.5358
18.7866	-31.6497	16.6459
-34.0602	25.6718	-23.3668
-21.2984	-33.9551	-54.065
17.1662	-35.1504	20.0423
1.98129	60.1004	-27.6275
6.02727	28.2603	-49.1349
-3.26234	12.2604	56.5389
-6.13545	-20.9886	44.0346
-7.96601	-63.0724	-19.3223
12.8372	42.532	-33.9042
22.5974	-1.97718	-2.25772
-25.4608	27.2584	-41.2905
15.8763	-58.7439	-10.5419
25.107	21.7184	17.6037
-19.5547	-41.0041	14.408
16.1137	29.7272	-22.0355
30.2749	-38.239	53.521
23.5177	18.9212	-30.7637
4.25601	-52.3411	-30.5401
48.23	23.7922	-51.3041
-50.3781	-18.3146	10.0146
12.0681	20.9286	-27.4309
35.4815	-26.4912	-21.4709
-39.7643	61.912	-63.0483
42.5434	-20.9385	-39.3484
-7.75242	58.4712	53.675
33.5083	25.45	-47.8602
23.7331	-14.3285	35.7647
56.2654	53.2235	46.7199
-37.5707	38.1581	5.80803
